CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Village,Taluk
261,CR/1989/3108,CS/1990/5012,2024-01-23,41,18,3,3,13,19,5,7,2024-01-21 04:29:21,2024-01-21 08:29:21,2024-01-23 02:29:21,12.8733665,74.8423968,"Aliquid quibusdam recusandae nobis omnis. Iusto quisquam cum quaerat quam.
Amet vel consectetur minus illo incidunt. Itaque rem ullam commodi voluptatibus nulla necessitatibus corporis.",Lingasugur,Shikaripura
262,CR/1975/4961,CS/1997/6569,2023-12-19,20,18,2,2,8,3,3,2,2023-12-17 16:14:25,2023-12-17 17:14:25,2023-12-19 13:14:25,12.8697105,74.8463858,"Unde natus minima totam optio ratione. Deleniti facere dolor ipsam at incidunt hic. Officia libero atque tempore.
Odit quam laborum illum facere. Sint expedita consequatur illum libero ea.",Mundgod,Bengaluru South
263,CR/1988/6724,CS/2000/1069,2024-11-07,1,12,3,3,14,11,3,7,2024-11-06 06:56:17,2024-11-06 08:56:17,2024-11-07 19:56:17,12.288714,76.6495163,Ad harum vitae expedita maiores labore. Corrupti suscipit minus repudiandae pariatur nam nobis. Ratione ut sapiente corrupti nostrum dolor ipsam.,Kollegal,Nanjangud
264,CR/1980/9411,CS/2021/5559,2024-08-07,36,7,1,3,4,24,5,3,2024-08-06 19:37:12,2024-08-07 00:37:12,2024-08-07 02:37:12,12.9336787,77.5819696,Praesentium excepturi fugiat ad. Doloremque magni iure adipisci.,Hungund,Doddaballapura
265,CR/1991/7885,CS/2026/6541,2024-05-20,4,22,2,2,9,1,4,9,2024-05-19 16:50:19,2024-05-19 19:50:19,2024-05-20 19:50:19,13.928996,75.5737977,Id pariatur natus. Aut molestiae repellendus recusandae natus odio. Laudantium molestias dolorem accusantium occaecati.,Halebidu,Bhadravati
266,CR/2021/2522,CS/1994/4785,2024-03-19,7,18,3,3,12,75,2,1,2024-03-18 15:26:55,2024-03-18 19:26:55,2024-03-19 03:26:55,12.8677115,74.8433078,"Consectetur non similique similique voluptatum voluptate. Nisi aperiam facilis architecto earum dolorum voluptate dolorum.
Qui temporibus veritatis nam. Omnis enim rerum ipsa quo.",Shahabad,Gokak
267,CR/1974/9152,CS/2013/7571,2024-05-27,15,23,1,3,3,45,6,8,2024-05-27 06:07:57,2024-05-27 10:07:57,2024-05-27 20:07:57,16.20603024664295,77.34834257045252,Cupiditate quos maiores maxime quis consectetur fuga. Perspiciatis voluptatum veritatis tenetur ipsam optio corrupti.,Halebidu,Nanjangud
268,CR/2004/1581,CS/1987/6587,2026-03-05,40,19,3,1,12,42,3,4,2026-03-03 16:57:17,2026-03-03 21:57:17,2026-03-05 15:57:17,12.8609151,74.8448156,Saepe ad voluptate odio incidunt delectus. Odit cupiditate dolor reiciendis rerum. Illum vero at incidunt porro fugit.,Jamkhandi,Sira
269,CR/1995/7806,CS/1987/3976,2025-11-12,26,19,3,2,10,25,3,9,2025-11-11 06:33:22,2025-11-11 09:33:22,2025-11-12 23:33:22,12.8602278,74.8476812,"Dolorem adipisci sit nisi dolor molestias qui eaque. Recusandae nesciunt atque ut necessitatibus aperiam.
Tempora aliquid velit quidem. Voluptate ullam aliquid porro totam necessitatibus earum.",Virajpet,Shikaripura
270,CR/2022/4042,CS/2018/2393,2024-05-28,37,2,3,2,13,10,4,3,2024-05-27 20:30:54,2024-05-28 00:30:54,2024-05-28 04:30:54,12.9684357,77.6086969,"Molestias deleniti non temporibus. Veritatis repellat veniam assumenda dicta. Voluptatum maiores deleniti.
Aut eaque explicabo sed. Explicabo labore odit repellat.",Shahabad,Pavagada
271,CR/1996/9015,CS/1981/4070,2025-03-08,31,25,2,1,6,67,4,4,2025-03-07 22:05:29,2025-03-08 02:05:29,2025-03-08 22:05:29,17.9145814,77.5212598,Ducimus asperiores labore beatae doloremque nihil. Porro molestias molestias reiciendis. Cumque repudiandae doloremque sapiente delectus.,Ilkal,Sagara
272,CR/2001/8556,CS/2019/5409,2025-07-10,36,1,1,3,4,10,6,9,2025-07-10 01:13:40,2025-07-10 06:13:40,2025-07-10 14:13:40,12.9808555,77.5939153,Totam esse iusto animi temporibus dolore impedit. Eligendi illum provident quo nihil nihil porro.,Hanur,Puttur
273,CR/2002/4121,CS/2014/8031,2025-06-08,19,5,2,2,2,49,5,10,2025-06-06 23:25:44,2025-06-07 04:25:44,2025-06-08 19:25:44,12.8423575,77.6630003,"Doloremque qui blanditiis cupiditate. Modi esse minima.
A accusantium placeat est eaque. Placeat porro ea dolores voluptatibus eligendi. Voluptatum laborum rerum est libero consectetur amet minima.",Belur,Sira
274,CR/1977/6485,CS/1987/7262,2024-07-24,23,23,3,3,2,13,5,3,2024-07-22 06:05:15,2024-07-22 10:05:15,2024-07-24 00:05:15,16.20691777010079,77.3444462639732,Assumenda excepturi sint delectus beatae ipsa impedit. Molestiae eius pariatur explicabo praesentium. Ducimus vero accusantium accusamus reiciendis repudiandae.,Afzalpur,Koratagere
275,CR/1975/1338,CS/1998/6115,2023-09-05,34,8,1,3,15,57,6,8,2023-09-04 12:01:35,2023-09-04 17:01:35,2023-09-05 18:01:35,13.026044744538074,77.53836170220711,Rem facilis eligendi commodi ex natus. Natus officiis exercitationem eaque. Commodi vel voluptatibus quibusdam.,Sindhanur,Maddur
276,CR/1985/9202,CS/2024/1941,2025-04-27,21,10,1,1,7,61,3,9,2025-04-26 05:29:09,2025-04-26 07:29:09,2025-04-27 20:29:09,12.9369636,77.571925,"Incidunt eos doloribus ad praesentium provident nisi. Non adipisci quae tempora occaecati. Vero perspiciatis odit. Rem rerum ex itaque.
Corrupti deleniti porro. Error magni alias quia.",Hungund,Puttur
277,CR/1970/7092,CS/1999/2825,2026-03-15,23,21,3,1,9,36,3,8,2026-03-13 07:16:53,2026-03-13 10:16:53,2026-03-15 03:16:53,13.3416014,77.1163141,Pariatur ex atque debitis aperiam ea. Aut cum dolorum rem non suscipit. Error accusamus facere minus architecto sed assumenda.,Basavakalyan,Belagavi
278,CR/1981/4919,CS/2000/9103,2023-08-23,29,25,1,2,8,58,3,5,2023-08-22 11:38:23,2023-08-22 14:38:23,2023-08-23 19:38:23,17.9091868,77.5212561,Saepe atque tempore expedita eius iste tempora maiores. Sunt sequi a veniam corrupti veniam sequi. Non dolorum et possimus.,Belur,Sira
279,CR/1984/1122,CS/1989/9211,2024-10-31,45,23,1,3,10,71,6,8,2024-10-31 15:57:15,2024-10-31 16:57:15,2024-10-31 21:57:15,16.206493186533994,77.34233578822793,Nesciunt expedita culpa illo mollitia. Ut est eum ut voluptatem similique maiores. Consequuntur quas dignissimos error sed repellendus aut.,Haliyal,Tirthahalli
280,CR/1974/5751,CS/2004/2314,2025-03-23,7,21,1,2,8,20,6,2,2025-03-22 16:49:54,2025-03-22 19:49:54,2025-03-23 22:49:54,13.3391087,77.1119642,"Est a autem consequuntur consectetur fuga. Ad reprehenderit saepe laborum laboriosam.
Sint fugiat ducimus quidem. Repellendus error corporis fuga voluptatibus. Vitae ut optio at.",Basavakalyan,Brahmavar
281,CR/2023/1927,CS/2014/9308,2026-06-22,31,1,3,3,13,51,4,5,2026-06-22 06:09:37,2026-06-22 10:09:37,2026-06-22 10:09:37,12.9808467,77.5938062,Accusamus officia a eveniet vero ipsa nulla veniam. In voluptatem repellendus molestias necessitatibus adipisci maiores possimus.,Kengeri,Saundatti
282,CR/2014/5218,CS/1995/6792,2025-11-13,27,22,2,1,7,41,1,2,2025-11-12 04:17:34,2025-11-12 07:17:34,2025-11-13 17:17:34,13.9360382,75.5596,"Nihil vero pariatur similique. Perferendis perferendis voluptatum ducimus.
Distinctio veniam atque. Expedita unde fuga incidunt ex optio.",Somwarpet,Chikkodi
283,CR/2016/4866,CS/2024/4825,2025-11-20,2,23,3,2,10,18,5,1,2025-11-20 05:34:25,2025-11-20 07:34:25,2025-11-20 08:34:25,16.206136552811486,77.3443257797185,"Necessitatibus soluta ad. Facilis reprehenderit expedita ut. Nemo ullam atque tenetur.
Ex eum consequatur enim dolores veritatis itaque dignissimos. Omnis error eligendi accusantium hic ab iure esse.",Kushtagi,Devanahalli
284,CR/2025/6990,CS/1994/8480,2024-08-01,9,21,2,3,8,25,2,3,2024-07-31 20:44:30,2024-08-01 00:44:30,2024-08-01 13:44:30,13.3400173,77.1156236,"Mollitia aut molestias corrupti. Inventore vel autem pariatur mollitia. Commodi ipsam porro nesciunt.
Architecto deleniti animi soluta. In magni ratione eaque. Repellendus iusto sapiente doloribus.",Kushtagi,Athani
285,CR/1991/1758,CS/1974/9779,2024-09-29,38,12,1,1,9,12,6,8,2024-09-28 23:58:45,2024-09-29 04:58:45,2024-09-29 20:58:45,12.2838901,76.6550459,"Laboriosam culpa repudiandae voluptatibus.
Porro repellendus consequatur dolor blanditiis libero. Blanditiis necessitatibus aperiam cum reiciendis.",Ilkal,Belagavi
286,CR/1987/8531,CS/1978/9163,2024-11-09,16,18,2,3,8,39,4,3,2024-11-07 06:28:51,2024-11-07 11:28:51,2024-11-09 05:28:51,12.8690931,74.8422003,Exercitationem commodi quis quibusdam neque animi rem magni. Fugiat hic cumque earum veniam similique. Laborum non vero nobis.,Lingasugur,Doddaballapura
287,CR/1972/9512,CS/2017/7024,2026-05-17,2,15,1,3,4,35,3,5,2026-05-16 15:54:28,2026-05-16 17:54:28,2026-05-17 11:54:28,15.8078497,74.4873917,Iusto optio deleniti voluptatum deserunt non similique. Temporibus necessitatibus possimus. Suscipit autem adipisci iusto pariatur repellat dolores.,Srirangapatna,Bengaluru North
288,CR/2001/7739,CS/2018/1670,2024-12-20,28,7,2,3,9,11,3,10,2024-12-19 08:46:25,2024-12-19 13:46:25,2024-12-20 06:46:25,12.918834,77.5818498,"Eius quod quasi dignissimos fuga delectus ipsum praesentium. Ad eius harum facere harum qui.
Asperiores numquam veritatis. Incidunt veritatis placeat id. Aliquam minus sed nemo hic cum.",Mudhol,Karkala
289,CR/2020/7779,CS/1970/2337,2023-10-23,36,1,1,1,10,35,2,2,2023-10-23 10:23:12,2023-10-23 12:23:12,2023-10-23 19:23:12,12.9815714,77.595914,Sint ab ab dolores deleniti. Illum non accusantium repellendus. Nesciunt exercitationem quasi.,Ankola,Tirthahalli
290,CR/2015/2056,CS/2022/6988,2023-07-30,33,2,1,3,9,5,4,6,2023-07-29 13:08:10,2023-07-29 17:08:10,2023-07-30 05:08:10,12.9746783,77.6064528,Nihil non voluptas neque. Nemo cumque atque vel cumque. Minus deserunt culpa veniam corporis.,Hungund,Maddur
291,CR/1974/2469,CS/1993/5074,2025-12-05,12,1,3,1,7,73,6,6,2025-12-04 07:25:33,2025-12-04 12:25:33,2025-12-05 00:25:33,12.9757274,77.5959407,"Vero quam dicta quidem similique exercitationem dolorem. Aperiam commodi aperiam pariatur quae deleniti.
Magni debitis at dolorum non sit eum reprehenderit.",Afzalpur,Sullia
292,CR/2007/3409,CS/2010/6496,2023-12-06,6,25,1,2,4,54,2,9,2023-12-04 15:03:43,2023-12-04 17:03:43,2023-12-06 09:03:43,17.9105626,77.5210382,"Aliquid porro eaque quas voluptatibus. Minus tempore nesciunt quasi.
Aut voluptate sint corrupti id eos odio officiis. Quibusdam impedit est praesentium doloremque.",Hungund,Udupi
293,CR/2010/3135,CS/1995/2776,2025-04-12,33,27,3,1,15,45,4,10,2025-04-11 18:26:33,2025-04-11 22:26:33,2025-04-12 19:26:33,12.5185258,76.8952441,Molestiae harum natus harum nihil temporibus sit. Aperiam voluptatum eligendi voluptatum.,Somwarpet,Moodabidri
294,CR/2017/8390,CS/1974/3336,2024-12-10,38,11,1,2,11,25,3,10,2024-12-09 07:52:14,2024-12-09 12:52:14,2024-12-10 18:52:14,12.978377313574251,77.58889317036676,Architecto quaerat eius quasi. Perferendis incidunt suscipit eum voluptas labore debitis. Iure soluta adipisci.,Yelandur,Shikaripura
295,CR/2019/6285,CS/1980/8332,2026-05-15,3,27,3,2,8,39,6,8,2026-05-14 07:16:41,2026-05-14 09:16:41,2026-05-15 03:16:41,12.5201749,76.8960039,"Quaerat libero tempora aperiam numquam dolores. Accusamus iste illum temporibus.
A sint amet. Eius placeat perferendis fugiat est veritatis atque. Asperiores dignissimos odit dolorem necessitatibus.",Kudupu,Doddaballapura
296,CR/2019/8057,CS/2024/4921,2024-03-05,4,22,1,1,13,41,3,9,2024-03-04 13:45:13,2024-03-04 17:45:13,2024-03-05 09:45:13,13.9217755,75.5611727,"Illum mollitia repellendus culpa alias. Fugiat molestias placeat.
Dolor aperiam soluta. Rerum fuga eius modi. Recusandae laborum laborum repudiandae consectetur veniam itaque.",Halebidu,Tiptur
297,CR/2007/8703,CS/2006/4127,2025-09-11,41,21,1,1,5,73,6,5,2025-09-09 21:14:35,2025-09-10 00:14:35,2025-09-11 02:14:35,13.3363362,77.1202532,"Nihil natus dolorem aut aut ad. Dolores perferendis voluptatibus recusandae dolore dolorum a deleniti.
Laborum dignissimos quidem corrupti. Ea placeat illo omnis est.",Halebidu,Belagavi
298,CR/1972/2607,CS/2024/4472,2025-07-19,31,16,1,2,7,16,4,8,2025-07-17 18:42:36,2025-07-17 22:42:36,2025-07-19 02:42:36,15.360774747106797,75.12487074927348,"Aliquid cupiditate saepe fugit. Nostrum aliquid architecto distinctio.
Maxime consectetur velit nesciunt quas dolore harum. Neque aliquam libero tempore expedita. Corrupti a nesciunt minima.",Haliyal,Gubbi
299,CR/2021/8861,CS/2022/3689,2023-08-11,47,15,2,1,4,40,6,3,2023-08-09 13:27:41,2023-08-09 18:27:41,2023-08-11 10:27:41,15.8201882,74.4939296,Sequi veritatis eius quos dicta error esse. Fuga dicta architecto aliquam minima est. Iste quam delectus officia ex iusto explicabo.,Kushalnagar,Yelahanka
300,CR/2015/6855,CS/2011/2623,2025-02-23,22,15,3,3,12,30,6,8,2025-02-22 21:58:49,2025-02-23 00:58:49,2025-02-23 18:58:49,15.8592197,74.5081453,Dicta necessitatibus harum beatae blanditiis. Fuga libero iure recusandae impedit et. Inventore molestias nobis tempore aliquam voluptatibus error.,Shahabad,Sullia
301,CR/1991/4253,CS/1993/8981,2026-04-13,29,2,2,1,12,22,6,2,2026-04-11 15:11:59,2026-04-11 16:11:59,2026-04-13 10:11:59,12.9696483,77.606639,"Reiciendis adipisci deleniti itaque saepe. Aperiam fugit optio suscipit.
Perferendis fugiat vitae voluptate. Adipisci nemo et error est aliquid ipsa.",Afzalpur,Hosakote
302,CR/2005/4926,CS/2017/4126,2024-06-23,26,10,3,3,13,29,1,7,2024-06-22 22:38:08,2024-06-23 00:38:08,2024-06-23 17:38:08,12.9443109,77.5769832,"Nobis recusandae architecto.
Minima illum praesentium nesciunt ab saepe voluptatem. Expedita suscipit optio voluptatum reiciendis sint. Accusantium maiores ex et.",Mundgod,Kunigal
303,CR/2015/3985,CS/1971/4879,2025-12-18,9,3,3,2,2,1,2,5,2025-12-16 02:52:59,2025-12-16 04:52:59,2025-12-18 02:52:59,12.9213015,77.6151032,"Deserunt maiores minima molestias. Aperiam voluptates itaque eaque id.
Iusto illo animi aspernatur totam sint. Quidem consectetur ut nobis vitae.",Sedam,Puttur
304,CR/1976/7330,CS/1992/8849,2024-01-14,47,20,3,2,13,53,2,10,2024-01-14 12:28:01,2024-01-14 17:28:01,2024-01-14 23:28:01,13.339716447363346,74.74068700179411,Quod repellat eaque ab. Error natus voluptatum voluptate. Excepturi consequuntur consectetur quisquam. Eveniet excepturi explicabo tempore reiciendis laboriosam nemo.,Hungund,Raibag
305,CR/1983/5615,CS/1990/2226,2026-02-04,22,20,3,1,14,73,6,9,2026-02-03 14:39:29,2026-02-03 16:39:29,2026-02-04 16:39:29,13.3418364446683,74.74335504596704,Repudiandae quia placeat veritatis doloremque. Minima repellat ex nostrum a dolore. Ipsam corrupti similique exercitationem rerum animi nobis occaecati.,Sedam,Tumakuru
306,CR/1981/4261,CS/2003/4712,2026-04-20,22,26,3,2,11,67,1,7,2026-04-20 21:04:15,2026-04-21 02:04:15,2026-04-20 23:04:15,17.327874399705728,76.83602806954887,Esse placeat unde facere veritatis ipsum. Impedit deserunt voluptates cum dignissimos possimus est. Tenetur maiores quibusdam nihil praesentium atque libero.,Murudeshwar,Tirthahalli
307,CR/2009/4342,CS/1970/4929,2025-02-07,32,22,1,1,2,24,6,8,2025-02-06 08:26:47,2025-02-06 13:26:47,2025-02-07 20:26:47,13.9404645,75.5503192,Tenetur voluptate vitae consectetur. Numquam mollitia necessitatibus. Ipsam vel ipsum sit tempore. Porro quaerat quae praesentium eius mollitia aliquam iste.,Kumta,Karkala
308,CR/1991/3708,CS/2000/3442,2024-11-17,24,8,1,1,3,20,1,8,2024-11-17 04:00:08,2024-11-17 08:00:08,2024-11-17 19:00:08,13.030829056621284,77.54179948958708,"Debitis aut tempore suscipit eos. Culpa fuga provident. Quas id blanditiis eligendi adipisci.
Sequi quas sapiente. Consequuntur odio enim dignissimos saepe odio deleniti. Qui iusto cupiditate porro.",Murudeshwar,Sira
309,CR/2020/4602,CS/2001/9448,2025-02-07,29,2,2,1,7,55,5,6,2025-02-06 20:00:52,2025-02-06 22:00:52,2025-02-07 13:00:52,12.9722538,77.6042986,Accusantium recusandae molestiae distinctio saepe doloribus. Illo autem quo esse esse sapiente. Cum itaque enim nobis.,Belur,Kundapura
310,CR/2003/5588,CS/1970/7460,2023-07-18,31,19,3,2,12,36,6,2,2023-07-17 07:48:26,2023-07-17 10:48:26,2023-07-18 13:48:26,12.8644428,74.8433345,"Sunt nostrum quibusdam harum consequatur voluptas veritatis. Ipsum nostrum quidem similique sed nam.
Deserunt earum perspiciatis assumenda deleniti.",Belur,Nagamangala
311,CR/1997/8058,CS/2015/8329,2023-10-31,44,2,2,2,2,22,3,7,2023-10-30 08:05:19,2023-10-30 11:05:19,2023-10-31 14:05:19,12.973189,77.6098148,Dolorum in aliquam quas ratione blanditiis. Cumque explicabo animi odio maiores. Rem molestiae at totam molestias perspiciatis voluptatum maxime.,Manvi,Anekal
312,CR/2009/1290,CS/1999/2006,2025-03-19,40,16,3,3,8,37,2,7,2025-03-17 15:28:11,2025-03-17 16:28:11,2025-03-19 06:28:11,15.361238844220862,75.12064834245633,Aspernatur sit vitae fugit dolore adipisci. Nostrum velit quo eaque dicta.,Halebidu,Sagara
313,CR/1970/5190,CS/2023/7280,2025-10-21,6,21,3,1,8,5,4,1,2025-10-20 21:17:43,2025-10-20 23:17:43,2025-10-21 23:17:43,13.3360422,77.1117029,"Enim deserunt cum ipsa sit deleniti.
Quia eos illum debitis enim molestiae iste. Occaecati sed voluptates vel vitae molestias illo. Explicabo repudiandae hic magnam placeat excepturi.",Ilkal,Devanahalli
314,CR/2003/2487,CS/2017/9750,2026-01-13,14,16,1,2,11,23,1,9,2026-01-11 22:58:47,2026-01-12 01:58:47,2026-01-13 07:58:47,15.363289168098845,75.12615179785793,"Eaque tempore labore. Eveniet distinctio quibusdam iste.
Hic veritatis voluptas sunt tempora hic quos veniam. Consequuntur quos quod necessitatibus aliquam voluptatem accusantium voluptatem.",Hungund,Bhadravati
315,CR/2006/2735,CS/1972/5712,2023-07-13,27,2,1,2,13,74,3,5,2023-07-11 21:08:37,2023-07-11 22:08:37,2023-07-13 01:08:37,12.9739312,77.6082292,"Alias atque sint provident dolores. Nihil nesciunt neque magni corporis.
Nostrum quibusdam quo. Molestias velit sunt nobis odit. Ea nobis nesciunt voluptatibus eum.",Haliyal,Mysuru
316,CR/2009/2635,CS/1972/3068,2025-11-24,47,24,2,2,10,23,3,5,2025-11-23 21:44:21,2025-11-24 01:44:21,2025-11-24 09:44:21,15.136605947850784,76.91921619816054,"Ipsa tempore rerum voluptates quos blanditiis rerum. Possimus corporis ad at consequuntur.
Sapiente sapiente unde. Eligendi a esse repellat numquam velit vero.",Kushalnagar,Devanahalli
317,CR/1971/5667,CS/2016/7025,2026-05-13,39,22,2,3,11,47,5,8,2026-05-11 18:45:38,2026-05-11 21:45:38,2026-05-13 14:45:38,13.9344489,75.5631726,Ratione molestias vero rerum voluptatum necessitatibus voluptatem iure. Minus voluptates reiciendis explicabo harum excepturi harum.,Mudhol,Nelamangala
318,CR/2005/2467,CS/1988/4607,2025-11-09,44,25,2,1,10,50,5,8,2025-11-08 08:16:11,2025-11-08 10:16:11,2025-11-09 06:16:11,17.9078928,77.5164299,"Fugit sunt deserunt. Inventore distinctio doloribus ipsum molestiae distinctio.
Quibusdam ab nam odio eius aliquam.
Blanditiis reprehenderit dolore consequuntur quis.
Praesentium maxime id.",Hungund,Gokak
319,CR/1972/8540,CS/2004/3635,2025-05-17,48,21,2,1,3,21,3,9,2025-05-15 00:47:18,2025-05-15 02:47:18,2025-05-17 00:47:18,13.3378797,77.1173572,Similique at quibusdam in qui possimus tempore. Earum perferendis adipisci sequi autem nulla deleniti. Temporibus quod doloribus quas nisi laborum nobis.,Srirangapatna,Koratagere
320,CR/1978/1033,CS/2013/5935,2026-04-13,45,3,1,3,7,36,5,6,2026-04-11 21:26:58,2026-04-11 22:26:58,2026-04-13 21:26:58,12.9187727,77.6182327,"Eaque deserunt ab explicabo. Reprehenderit provident mollitia.
Consectetur saepe totam et. Distinctio architecto asperiores cupiditate laudantium nihil repellendus.",Kengeri,Puttur
321,CR/1989/5701,CS/2016/3105,2024-09-10,40,7,2,3,8,54,4,10,2024-09-09 22:52:00,2024-09-09 23:52:00,2024-09-10 13:52:00,12.9234771,77.5797679,Quos incidunt veniam rem vel quod. Deserunt porro tempora reprehenderit cupiditate et fugit magni. Odio provident consectetur exercitationem quod minus sint.,Afzalpur,Bailhongal
322,CR/2021/6204,CS/1980/1889,2026-04-10,11,12,3,2,5,44,2,9,2026-04-08 08:36:03,2026-04-08 13:36:03,2026-04-10 02:36:03,12.2936765,76.6504596,"Nulla quisquam tempore.
Inventore ea consectetur hic reiciendis maiores cum numquam. Modi incidunt libero fuga.",Belur,Udupi
323,CR/2015/9718,CS/2024/7166,2025-12-19,33,19,2,3,1,32,6,2,2025-12-19 17:36:34,2025-12-19 21:36:34,2025-12-19 20:36:34,12.8608633,74.8444541,"Praesentium accusamus tenetur temporibus.
Neque natus molestias nihil quos. Provident natus saepe atque rem itaque hic. Suscipit error nemo amet ad. Cumque iusto quam corporis facere eligendi fuga.",Sedam,Soraba
324,CR/2026/1978,CS/2015/7032,2024-10-27,43,12,1,2,10,32,3,4,2024-10-27 11:56:14,2024-10-27 12:56:14,2024-10-27 21:56:14,12.2883125,76.6505223,Laborum amet delectus suscipit minima vel. Nulla vitae necessitatibus autem necessitatibus placeat officia. Dolores eius eius doloribus animi necessitatibus.,Virajpet,Saundatti
325,CR/2003/3572,CS/1986/8975,2025-11-17,45,15,2,3,4,75,5,6,2025-11-17 11:34:58,2025-11-17 13:34:58,2025-11-17 13:34:58,15.832524,74.5003524,Dolor quod quibusdam similique vel saepe laudantium. Aperiam quas magni perspiciatis a. Laboriosam alias suscipit tenetur aliquam illo fuga sapiente.,Kudupu,Belagavi
326,CR/1972/1779,CS/1974/7686,2025-10-23,28,16,2,3,14,19,5,10,2025-10-22 12:23:50,2025-10-22 14:23:50,2025-10-23 21:23:50,15.36627398109506,75.12687982583478,"Vitae cumque delectus cumque ipsum neque. Minus nulla ut inventore quos.
Id sit sunt quidem. Incidunt corrupti animi consequuntur minus. Mollitia tempore laudantium quod provident.",Lingasugur,Bengaluru North
